latitude,longitude,occurrence
68.0,-131.0,-7.413503105590061
68.5,-131.0,-9.068437888198758
69.0,-131.0,-6.073772670807453
54.5,-130.5,-7.648944761904761
55.0,-130.5,-4.566442857142857
55.5,-130.5,-3.736752597402597
56.0,-130.5,-1.4261590909090909
56.5,-130.5,-2.667710559006211
57.0,-130.5,-2.1836111801242235
57.5,-130.5,-5.870416149068323
58.5,-130.5,-7.479797142857142
59.0,-130.5,-6.771350310559006
59.5,-130.5,-6.196003105590061
60.0,-130.5,-8.961778260869565
60.5,-130.5,-8.603724223602484
61.0,-130.5,-4.80257950310559
61.5,-130.5,-6.646683229813664
62.0,-130.5,-3.8109807453416153
62.5,-130.5,-2.572635403726708
63.0,-130.5,-3.948911180124223
63.5,-130.5,-4.5684310559006205
64.0,-130.5,-7.331226708074534
64.5,-130.5,-6.184443478260869
65.0,-130.5,-7.564619875776397
65.5,-130.5,-4.826442236024845
66.0,-130.5,-3.794709316770186
66.5,-130.5,-1.0155018633540371
67.0,-130.5,-0.5326739130434782
67.5,-130.5,-0.5544664596273291
68.0,-130.5,-4.940774285714285
68.5,-130.5,-9.357211801242237
69.0,-130.5,-10.06195403726708
69.5,-130.5,-1.3419677018633538
54.0,-130.0,-7.097214285714285
54.5,-130.0,-7.007110476190476
55.0,-130.0,-4.486777018633541
55.5,-130.0,-3.652143478260869
56.0,-130.0,-3.667447402597402
56.5,-130.0,-3.840224844720496
57.0,-130.0,-3.599091304347825
58.0,-130.0,-7.9454763975155265
58.5,-130.0,-6.991813043478261
59.0,-130.0,-6.197319875776397
59.5,-130.0,-6.708712422360248
60.0,-130.0,-11.029088819875776
60.5,-130.0,-7.911421739130435
61.0,-130.0,-5.936809316770186
61.5,-130.0,-6.462434161490683
62.0,-130.0,-4.211039751552795
62.5,-130.0,-6.996570807453415
63.0,-130.0,-8.702127950310558
63.5,-130.0,-9.479645341614908
64.0,-130.0,-6.346664596273293
64.5,-130.0,-6.330733540372671
65.0,-130.0,-8.500280745341616
65.5,-130.0,-4.854253416149068
66.0,-130.0,-2.726244099378882
66.5,-130.0,-0.5103869565217389
67.0,-130.0,0.3045310559006213
67.5,-130.0,-1.0693295238095235
68.0,-130.0,-1.28477950310559
68.5,-130.0,-9.693205590062114
69.0,-130.0,-7.966963354037267
69.5,-130.0,-5.180382608695651
54.0,-129.5,-8.04540095238095
54.5,-129.5,-7.611456190476189
55.0,-129.5,-6.946146583850931
55.5,-129.5,-4.401314285714286
56.0,-129.5,-5.787267080745341
56.5,-129.5,-5.833860869565217
57.0,-129.5,-5.685038509316771
57.5,-129.5,-9.464584472049689
58.5,-129.5,-8.25392857142857
59.0,-129.5,-7.514001863354037
59.5,-129.5,-11.187231677018634
60.0,-129.5,-12.975778881987578
60.5,-129.5,-6.653238509316769
61.0,-129.5,-6.101750476190476
61.5,-129.5,-4.707370807453416
62.0,-129.5,-3.838590476190476
62.5,-129.5,-7.867709316770185
63.0,-129.5,-11.697523602484472
64.0,-129.5,-7.180749689440993
64.5,-129.5,-6.213808695652173
65.0,-129.5,-7.787552173913042
65.5,-129.5,-3.689589440993789
66.0,-129.5,-1.9632807453416148
67.0,-129.5,-0.945062111801242
67.5,-129.5,0.2877266666666667
68.0,-129.5,-0.666562857142857
68.5,-129.5,-8.534924844720496
69.0,-129.5,-7.175127329192547
69.5,-129.5,-6.054068944099378
53.0,-129.0,-8.184500621118012
53.5,-129.0,-9.33091619047619
54.0,-129.0,-8.776273333333332
54.5,-129.0,-8.727889440993788
55.0,-129.0,-7.448462732919253
55.5,-129.0,-6.623427950310559
56.0,-129.0,-6.663461904761904
56.5,-129.0,-6.8319342857142855
57.0,-129.0,-7.9398403726708064
57.5,-129.0,-9.81155652173913
58.0,-129.0,-10.983229192546585
58.5,-129.0,-9.130698757763977
59.0,-129.0,-8.034616770186336
59.5,-129.0,-12.73657701863354
60.0,-129.0,-15.028470807453417
60.5,-129.0,-6.623029813664596
61.0,-129.0,-4.761148571428572
61.5,-129.0,-2.0838266666666665
62.0,-129.0,-4.315542857142857
63.0,-129.0,-9.959878881987578
63.5,-129.0,-11.211282608695653
64.0,-129.0,-7.769468322981366
64.5,-129.0,-9.88931304347826
65.0,-129.0,-6.100659627329192
65.5,-129.0,-3.390047204968944
66.0,-129.0,-1.765455900621118
66.5,-129.0,0.340668944099379
67.0,-129.0,-1.285952795031056
68.5,-129.0,-8.918331677018632
69.0,-129.0,-5.535590683229813
69.5,-129.0,-6.135893167701863
53.0,-128.5,-8.804486666666666
53.5,-128.5,-9.912154658385091
54.0,-128.5,-9.664873291925463
54.5,-128.5,-8.970426708074532
55.0,-128.5,-8.625873291925464
55.5,-128.5,-7.748091925465838
56.0,-128.5,-7.481704968944099
56.5,-128.5,-8.154288819875777
57.0,-128.5,-9.39793540372671
57.5,-128.5,-10.270034782608697
58.0,-128.5,-10.454023602484472
58.5,-128.5,-9.18151552795031
59.0,-128.5,-10.000813664596272
59.5,-128.5,-14.239062732919251
60.0,-128.5,-11.335774534161487
60.5,-128.5,-6.991929813664596
61.0,-128.5,-5.085545714285714
61.5,-128.5,-5.139770186335404
62.0,-128.5,-5.446713664596273
62.5,-128.5,-6.510860248447205
63.0,-128.5,-9.484854658385094
63.5,-128.5,-11.45990745341615
64.0,-128.5,-8.984299378881989
65.0,-128.5,-9.03737701863354
65.5,-128.5,-2.4880372670807454
66.0,-128.5,-1.214906211180124
66.5,-128.5,-1.2490801242236025
67.0,-128.5,-0.3566397515527949
68.0,-128.5,0.1082390476190478
68.5,-128.5,-2.8431211180124225
69.0,-128.5,-5.197695652173913
69.5,-128.5,-5.61790807453416
50.5,-128.0,-8.407020952380952
52.5,-128.0,-8.432263354037266
53.0,-128.0,-9.488888198757763
53.5,-128.0,-10.701178095238095
54.0,-128.0,-9.840878260869564
54.5,-128.0,-9.882613664596272
55.0,-128.0,-9.26504285714286
55.5,-128.0,-9.042953416149068
56.5,-128.0,-9.04531118012422
57.0,-128.0,-9.935947826086958
58.0,-128.0,-10.280308695652172
58.5,-128.0,-10.406613664596271
59.0,-128.0,-13.030426708074533
59.5,-128.0,-14.256640993788816
60.0,-128.0,-12.99487204968944
60.5,-128.0,-8.209298136645963
61.0,-128.0,-4.936314285714285
61.5,-128.0,-3.3714900621118007
62.0,-128.0,-4.6621565217391305
62.5,-128.0,-7.950124844720497
63.0,-128.0,-8.464985714285714
63.5,-128.0,-12.692805590062113
64.0,-128.0,-8.712718633540373
64.5,-128.0,-7.840809937888199
65.5,-128.0,-2.734539130434783
66.0,-128.0,-2.12439751552795
66.5,-128.0,-1.0994838509316769
67.0,-128.0,-0.0938894409937886
68.0,-128.0,0.1108739130434783
68.5,-128.0,-7.801792546583851
69.0,-128.0,-6.070577639751553
69.5,-128.0,-5.409960248447205
50.0,-127.5,-10.248433333333333
50.0,-127.5,-10.248433333333333
50.5,-127.5,-9.70411304347826
51.0,-127.5,-9.142850310559009
51.5,-127.5,-8.960342857142855
52.0,-127.5,-8.764097142857144
52.5,-127.5,-9.431594409937889
53.0,-127.5,-10.93599192546584
53.5,-127.5,-11.255434161490683
54.0,-127.5,-11.566700621118011
54.5,-127.5,-11.540513043478262
55.0,-127.5,-11.150817391304347
55.5,-127.5,-9.179690683229811
56.0,-127.5,-10.20526397515528
56.5,-127.5,-11.064119254658385
57.0,-127.5,-11.281074534161489
58.0,-127.5,-9.940035403726707
58.5,-127.5,-9.08167453416149
59.0,-127.5,-11.19014099378882
59.5,-127.5,-12.358278881987577
60.0,-127.5,-10.10525093167702
60.5,-127.5,-7.360872049689439
61.0,-127.5,-5.865758385093167
61.5,-127.5,-6.290847204968944
62.0,-127.5,-5.771006832298137
62.5,-127.5,-6.003362732919254
63.0,-127.5,-4.498317391304347
63.5,-127.5,-6.18521304347826
64.0,-127.5,-12.37167204968944
64.5,-127.5,-8.166593788819874
65.0,-127.5,-2.913745341614906
65.5,-127.5,-2.6988093167701863
66.0,-127.5,-1.482283850931677
66.5,-127.5,-1.115939751552795
67.0,-127.5,-0.6856999999999998
67.5,-127.5,0.2770472049689442
68.0,-127.5,-1.4565366459627325
68.5,-127.5,-3.939007453416148
69.0,-127.5,-6.238570186335403
69.5,-127.5,-6.122127329192546
50.0,-127.0,-10.216018012422358
50.0,-127.0,-10.216018012422358
51.0,-127.0,-10.033249523809523
51.5,-127.0,-9.660463354037269
52.0,-127.0,-9.606995238095235
52.5,-127.0,-10.809839130434783
53.0,-127.0,-12.242983229813664
53.5,-127.0,-12.46845341614907
54.0,-127.0,-12.686375155279505
54.5,-127.0,-13.166088819875776
55.0,-127.0,-12.790096273291926
55.5,-127.0,-12.35427888198758
56.0,-127.0,-12.035089440993788
56.5,-127.0,-13.50229751552795
57.0,-127.0,-12.91105341614907
57.5,-127.0,-10.973573291925463
58.0,-127.0,-9.91068447204969
58.5,-127.0,-9.381632298136646
59.0,-127.0,-10.00378260869565
59.5,-127.0,-10.458034161490682
60.0,-127.0,-10.83933602484472
60.5,-127.0,-8.384801242236025
61.0,-127.0,-7.809607453416149
61.5,-127.0,-7.714557142857142
62.0,-127.0,-9.99366149068323
62.5,-127.0,-3.684443478260869
63.0,-127.0,-6.433481987577639
63.5,-127.0,-12.238729813664596
64.0,-127.0,-11.764242857142856
65.0,-127.0,-3.353016149068323
65.5,-127.0,-3.7226689440993783
66.0,-127.0,-1.5589751552795033
66.5,-127.0,-1.22952049689441
67.0,-127.0,-0.3571590062111799
67.5,-127.0,-2.814832919254658
68.0,-127.0,-4.091223602484472
68.5,-127.0,-3.431859627329193
69.0,-127.0,-7.052957763975154
69.5,-127.0,-6.996978881987578
49.5,-126.5,-11.07184906832298
50.0,-126.5,-10.993206211180125
50.0,-126.5,-10.993206211180125
51.0,-126.5,-11.076108695652174
51.5,-126.5,-10.42165093167702
52.0,-126.5,-10.708078260869566
52.5,-126.5,-12.09504906832298
53.0,-126.5,-14.319676397515526
53.5,-126.5,-14.6025
54.0,-126.5,-14.393453416149068
54.5,-126.5,-15.028244720496891
55.0,-126.5,-16.737407453416147
55.5,-126.5,-16.13913664596273
56.0,-126.5,-13.87913105590062
56.5,-126.5,-12.363942236024844
57.0,-126.5,-12.551276397515526
57.5,-126.5,-12.208986956521738
58.0,-126.5,-9.809077639751552
58.5,-126.5,-9.50237142857143
59.0,-126.5,-9.848101863354035
59.5,-126.5,-9.449949689440992
60.0,-126.5,-11.70976708074534
60.5,-126.5,-10.153150931677018
61.0,-126.5,-9.513203726708074
61.5,-126.5,-9.427805590062112
62.0,-126.5,-9.473057142857142
62.5,-126.5,-11.433424223602485
63.0,-126.5,-11.294767701863352
63.5,-126.5,-12.718666459627327
64.0,-126.5,-11.17735217391304
64.5,-126.5,-8.571098136645963
65.0,-126.5,-5.619075155279503
65.5,-126.5,-3.0682590062111803
66.0,-126.5,-3.546344099378881
66.5,-126.5,-0.8074465838509315
67.0,-126.5,-1.2602999999999995
67.5,-126.5,-3.2289633540372664
68.0,-126.5,-3.664175776397516
68.5,-126.5,-5.06451801242236
69.0,-126.5,-7.567078881987578
69.5,-126.5,-3.1602484472049683
49.5,-126.0,-12.213268571428571
50.0,-126.0,-11.554449689440991
50.0,-126.0,-11.554449689440991
51.0,-126.0,-12.001714906832298
52.0,-126.0,-12.823803105590065
52.5,-126.0,-14.929576397515527
53.0,-126.0,-15.174467701863357
53.5,-126.0,-14.83811863354037
54.0,-126.0,-16.542400621118013
54.5,-126.0,-15.394119254658383
55.0,-126.0,-15.073068322981364
55.5,-126.0,-15.07345962732919
56.0,-126.0,-13.894443478260868
56.5,-126.0,-13.188799047619048
57.0,-126.0,-14.019373291925463
57.5,-126.0,-12.858166459627329
58.0,-126.0,-10.001954658385094
58.5,-126.0,-9.128891925465838
59.0,-126.0,-10.51473850931677
60.0,-126.0,-10.1499751552795
60.5,-126.0,-12.71181055900621
61.0,-126.0,-10.74490807453416
61.5,-126.0,-9.64484161490683
62.0,-126.0,-11.264505590062113
62.5,-126.0,-12.580011801242236
63.0,-126.0,-12.953162111801245
63.5,-126.0,-10.423686335403726
64.0,-126.0,-9.555820496894407
64.5,-126.0,-9.027713664596272
65.0,-126.0,-7.456509937888198
65.5,-126.0,-4.7965608695652175
66.0,-126.0,-3.704716770186336
66.5,-126.0,-1.2957714285714284
67.0,-126.0,-1.2810819875776396
67.5,-126.0,-2.9474267080745338
68.0,-126.0,-4.778401863354036
68.5,-126.0,-9.964411801242235
69.0,-126.0,-8.279206832298135
49.0,-125.5,-12.255853333333333
49.5,-125.5,-11.86671801242236
50.0,-125.5,-11.134806211180123
50.0,-125.5,-11.134806211180123
50.5,-125.5,-12.224700000000002
51.0,-125.5,-11.882332919254656
51.5,-125.5,-11.02211304347826
52.0,-125.5,-13.667599378881986
52.5,-125.5,-14.49083602484472
53.0,-125.5,-15.392240993788818
53.5,-125.5,-13.8772900621118
54.0,-125.5,-14.989288198757764
54.5,-125.5,-14.88042298136646
55.0,-125.5,-15.52681614906832
55.5,-125.5,-15.108677639751551
56.0,-125.5,-15.031404347826086
56.5,-125.5,-15.346055279503105
57.0,-125.5,-16.666691304347825
57.5,-125.5,-10.45348447204969
58.0,-125.5,-8.327881987577639
58.5,-125.5,-8.068097515527949
59.0,-125.5,-10.009089440993789
60.0,-125.5,-11.868530434782608
60.5,-125.5,-14.150034161490682
61.0,-125.5,-12.87823602484472
61.5,-125.5,-9.746208074534165
62.0,-125.5,-12.165832298136646
62.5,-125.5,-11.953603726708073
63.0,-125.5,-11.467711801242237
63.5,-125.5,-10.497011180124222
64.0,-125.5,-9.701668322981366
64.5,-125.5,-8.914288819875777
65.0,-125.5,-8.344719254658385
65.5,-125.5,-4.735185714285714
66.0,-125.5,-4.773631677018632
66.5,-125.5,-1.547253416149068
67.0,-125.5,-2.0153217391304348
67.5,-125.5,-3.589063354037267
68.0,-125.5,-2.5591968944099377
68.5,-125.5,-8.973603726708072
69.0,-125.5,-8.294063354037267
69.5,-125.5,-5.307367701863353
49.0,-125.0,-12.203329813664595
49.5,-125.0,-11.550205590062111
50.5,-125.0,-12.80105403726708
51.0,-125.0,-12.124627329192547
51.5,-125.0,-13.47114906832298
52.0,-125.0,-12.599017391304349
52.5,-125.0,-12.971542236024844
53.0,-125.0,-13.552132298136645
53.5,-125.0,-12.631194409937889
54.0,-125.0,-14.52794099378882
54.5,-125.0,-15.045675776397514
55.0,-125.0,-16.27750310559006
55.5,-125.0,-15.994063354037266
56.0,-125.0,-15.96394380952381
56.5,-125.0,-13.106892546583852
57.0,-125.0,-13.915942236024843
57.5,-125.0,-9.84887204968944
58.0,-125.0,-5.80892795031056
58.5,-125.0,-9.049078260869564
59.0,-125.0,-13.255780745341616
61.0,-125.0,-13.030398136645962
61.5,-125.0,-8.913414285714286
62.0,-125.0,-13.005255279503103
62.5,-125.0,-12.670378881987578
63.0,-125.0,-9.544527329192546
63.5,-125.0,-10.26518447204969
64.0,-125.0,-10.617864596273291
64.5,-125.0,-8.60445155279503
65.0,-125.0,-7.993837888198756
65.5,-125.0,-7.827326086956522
66.0,-125.0,-5.120329192546584
66.5,-125.0,-1.757334285714285
67.0,-125.0,-1.4848024844720498
67.5,-125.0,-4.759868944099378
68.0,-125.0,-3.370031055900621
68.5,-125.0,-6.949106211180123
69.0,-125.0,-8.825921118012422
69.5,-125.0,-7.237916770186335
48.0,-124.5,-11.121487577639751
49.0,-124.5,-11.077917391304348
50.0,-124.5,-12.484221904761904
50.0,-124.5,-12.484221904761904
50.5,-124.5,-13.511778881987578
51.0,-124.5,-13.630632298136646
51.5,-124.5,-14.109075776397516
52.0,-124.5,-13.637421739130437
52.5,-124.5,-12.355681366459626
53.0,-124.5,-12.228409316770186
53.5,-124.5,-13.026255900621118
54.0,-124.5,-15.031190683229813
54.5,-124.5,-14.926841614906833
55.0,-124.5,-15.995888198757765
55.5,-124.5,-15.224281366459628
56.5,-124.5,-11.444078881987576
57.5,-124.5,-8.198785714285714
58.0,-124.5,-8.083093167701861
58.5,-124.5,-9.900233540372671
59.0,-124.5,-14.884196894409936
60.0,-124.5,-18.444314285714285
60.5,-124.5,-11.30877950310559
61.0,-124.5,-11.622265217391304
61.5,-124.5,-12.75775155279503
62.0,-124.5,-12.614328571428567
62.5,-124.5,-11.134901242236024
63.0,-124.5,-9.346065838509316
63.5,-124.5,-10.282048447204971
64.0,-124.5,-10.3967850931677
65.0,-124.5,-8.353219254658384
65.5,-124.5,-7.963486335403726
66.0,-124.5,-4.8352192546583845
66.5,-124.5,-2.5512254658385087
67.0,-124.5,0.0052745341614908
67.5,-124.5,-2.155680745341616
68.0,-124.5,-4.739247204968944
68.5,-124.5,-7.413838509316769
69.0,-124.5,-7.81896149068323
69.5,-124.5,-5.202729192546583
41.0,-124.0,0.0983434782608697
42.0,-124.0,-2.8872742857142857
44.0,-124.0,-5.606980730897009
44.5,-124.0,-6.799739130434782
46.5,-124.0,-8.843882608695651
47.0,-124.0,-10.550522077922077
48.0,-124.0,-11.483361490683228
48.5,-124.0,-11.858465584415583
49.0,-124.0,-9.740109523809522
50.0,-124.0,-12.217465714285712
50.0,-124.0,-12.217465714285712
50.5,-124.0,-13.027998757763973
51.0,-124.0,-12.817752795031057
51.5,-124.0,-11.95416956521739
52.0,-124.0,-11.863913664596272
52.5,-124.0,-8.352618633540374
53.0,-124.0,-9.767161490683227
53.5,-124.0,-12.653588198757763
54.0,-124.0,-14.823953416149068
54.5,-124.0,-14.888679503105587
55.0,-124.0,-15.323249523809524
55.5,-124.0,-15.504236645962733
56.0,-124.0,-11.064514906832295
56.5,-124.0,-10.1888801242236
57.0,-124.0,-9.450886666666667
57.5,-124.0,-11.24599254658385
58.0,-124.0,-12.323474534161493
58.5,-124.0,-15.183045341614909
59.0,-124.0,-15.738597515527951
59.5,-124.0,-19.305373333333332
60.0,-124.0,-23.104063354037265
60.5,-124.0,-18.843470476190475
61.0,-124.0,-19.424841614906832
61.5,-124.0,-18.35069068322981
62.0,-124.0,-13.01455652173913
63.0,-124.0,-8.753316149068322
63.5,-124.0,-9.529487577639753
64.0,-124.0,-8.966367080745341
64.5,-124.0,-9.063335403726708
65.0,-124.0,-8.564196273291925
65.5,-124.0,-6.281232298136646
66.0,-124.0,-4.7726428571428565
66.5,-124.0,-2.7067198757763973
67.0,-124.0,-0.4778204968944097
67.5,-124.0,-2.8659863354037265
68.0,-124.0,-12.05113105590062
68.5,-124.0,-7.561801242236024
69.0,-124.0,-6.935718633540372
74.0,-124.0,-2.223814285714285
41.5,-123.5,0.3386714285714287
42.0,-123.5,-2.0155894409937885
42.5,-123.5,-0.7169732919254659
43.5,-123.5,-4.489230564784053
44.0,-123.5,-5.744224252491694
45.0,-123.5,-9.49551948051948
45.5,-123.5,-9.85482987012987
47.0,-123.5,-11.345400649350648
47.5,-123.5,-10.37580857142857
48.0,-123.5,-9.55046894409938
50.0,-123.5,-11.641981904761904
50.0,-123.5,-11.641981904761904
50.5,-123.5,-10.421352173913045
51.0,-123.5,-11.927367701863355
51.5,-123.5,-9.643158385093168
52.5,-123.5,-7.715268322981366
53.0,-123.5,-8.717247204968944
53.5,-123.5,-11.582984472049688
54.0,-123.5,-12.71472049689441
54.5,-123.5,-13.529199378881987
55.0,-123.5,-14.018491304347826
55.5,-123.5,-12.726932919254656
56.0,-123.5,-10.261142857142858
56.5,-123.5,-10.154423602484473
58.0,-123.5,-15.202812422360246
58.5,-123.5,-15.620803726708072
59.0,-123.5,-15.964427950310558
59.5,-123.5,-19.145351428571427
60.0,-123.5,-25.67944596273292
60.5,-123.5,-22.60345590062112
61.0,-123.5,-20.092043478260862
61.5,-123.5,-18.552927950310558
